Marathon,RaceOne,RaceOneKM,RaceOneResultInSecondsNormalized,TimeBetweenMarathonAndRaceOne,RaceTwo,RaceTwoKM,RaceTwoResultInSecondsNormalized,TimeBetweenRaceOneAndRaceTwo,MarathonResultInSeconds,MarathonResultInSecondsNormalized,ImprovementRate,ImprovementClass,RunnerID,MarathonDate,MarathonResult,RaceOneResult,RaceOneResultInSeconds,RaceTwoResult,RaceTwoResultInSeconds
מרתון סמסונג תל-אביב ,Desert Marathon ,21097,0.19278042298748754,-98.0,מרוץ אייל ,15000,0.29633883704235464,-6.0,14469,0.39449182889511036,0.14993219888018927,,46409.0,2018-02-23,04:01:09,01:53:08,6788,01:20:38,4838
מרתון סמסונג תל-אביב ,International Tiberias Winner Marathon ,21097,0.2804756195043965,-47.0,מרוץ אייל ,15000,0.2707824838478105,-57.0,14792,0.41552184387004365,0.13989279219394013,,46491.0,2018-02-23,04:06:32,01:51:29,6689,01:17:40,4660
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2233712512926577,-35.0,מרוץ אייל ,15000,0.19885139985642497,-20.0,12778,0.29934036939313985,0.08822904381859853,,47575.0,2017-01-06,03:32:58,01:37:39,5859,01:09:19,4159
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.4449040560726186,-35.0,"המרתון המדברי, אילת ",21097,0.3483452031839129,-14.0,18291,0.6629947229551452,0.26637009332687944,,47684.0,2017-01-06,05:04:51,02:09:47,7787,02:13:13,7993
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.11805781097759013,-21.0,חצי מרתון עמק המעיינות,21097,0.13581523612547397,-63.0,11427,0.19643205937886582,0.06949553582733375,,47796.0,2017-02-24,03:10:27,00:57:08,3428,01:24:57,5097
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.4070577511556742,-14.0,חצי מרתון עמק המעיינות,21097,0.44570837642192346,-84.0,14650,0.41693722943722944,-0.009445834351569427,,47836.0,2018-03-09,04:04:10,04:04:22,14662,02:09:54,7794
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.5074112375043088,-35.0,"המרתון המדברי, אילת ",21097,0.6214914118139925,-14.0,18755,0.6936015831134564,0.12915025845430572,,48110.0,2017-01-06,05:12:35,02:18:51,8331,02:56:41,10601
מרתון סמסונג תל-אביב ,Desert Marathon ,21097,0.26674786845310594,-98.0,מרוץ אייל ,15000,0.3124192390524049,-6.0,15036,0.43140829481086007,0.14182474105810466,,50960.0,2018-02-23,04:10:36,02:04:16,7456,01:22:30,4950
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.36154697571456473,-21.0,מרתון טבריה Winner ,42195,0.31813984168865433,-49.0,13829,0.35401714830104797,0.014173739599438406,,50985.0,2017-03-17,03:50:29,03:52:43,13963,03:37:43,13063
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.24202127659574468,-100.0,מרוץ אייל ,15000,0.23158650394831298,-4.0,12695,0.2789895175467153,0.04218562727468647,,55298.0,2017-02-24,03:31:35,00:53:24,3204,01:13:07,4387
מרתון סמסונג תל-אביב ,International Tiberias Winner Marathon ,21097,0.3533173461231015,-47.0,Desert Marathon ,10000,0.6183206106870229,-51.0,16262,0.5112311999479133,0.02541222154285111,,58037.0,2018-02-23,04:31:02,02:03:38,7418,00:55:05,3305
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.42594507641043317,-84.0,מרוץ אייל ,15000,0.3931083991385499,-20.0,15321,0.44996419037697766,0.0404374526024861,,58307.0,2017-02-24,04:15:21,02:07:02,7622,01:31:52,5512
מרתון טבריה Winner ,מרוץ הלילה של תל-אביב,10000,0.1605243161094225,-51.0,מרוץ אייל ,15000,0.22857142857142856,-4.0,13674,0.35844327176781005,0.1638953994273845,,58653.0,2017-01-06,03:47:54,00:46:15,2775,01:12:46,4366
Jerusalem Marathon ,מרוץ להבים,10000,0.3181974544203646,-91.0,"המרתון המדברי, אילת ",21097,0.29105571847507333,-28.0,17226,0.5697681803747221,0.2651415939270031,,61865.0,2017-03-17,04:47:06,00:54:05,3245,02:04:06,7446
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.3415586952275539,-14.0,חצי מרתון עמק המעיינות,21097,0.23738940595197058,-84.0,15192,0.45359848484848486,0.16412443425872264,,62281.0,2018-03-09,04:13:12,03:47:36,13656,01:39:41,5981
מרתון סמסונג תל-אביב ,Desert Marathon ,42195,0.8073514932720709,-98.0,חצי מרתון גליל מערבי,21097,0.20782181690634866,-21.0,14176,0.37541506608503156,-0.1321715890041782,,62282.0,2018-02-23,03:56:16,04:15:53,15353,01:39:25,5965
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.36274847753648165,-84.0,Desert Marathon ,21097,0.22422766028125346,-14.0,16289,0.5129891268962823,0.2195010579874147,,62306.0,2018-02-23,04:31:29,01:57:52,7072,01:57:52,7072
מרתון סמסונג תל-אביב ,International Tiberias Winner Marathon ,21097,0.38029576338928855,-47.0,מרוץ הלילה של תל-אביב ,10000,0.32745024408561774,-68.0,16656,0.5368839117130021,0.18301090797554898,,64228.0,2018-02-23,04:37:36,02:08:08,7688,01:00:05,3605
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.19085372859933356,-35.0,מרוץ הלילה של תל-אביב,10000,0.5661094224924013,-16.0,12586,0.2866754617414248,-0.09180611380444265,,65942.0,2017-01-06,03:29:46,01:32:56,5576,01:21:50,4910
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.3027997128499641,-104.0,מרוץ הלילה של תל-אביב ,10000,0.2592940292902741,-11.0,14678,0.4080994856435966,0.1270526145734775,,66430.0,2018-02-23,04:04:38,01:21:23,4883,00:54:02,3242
מרתון סמסונג תל-אביב ,"המרתון המדברי, אילת ",21097,0.49266862170087977,-98.0,מרוץ הלילה של תל-אביב,10000,0.3689209726443769,-2.0,18963,0.6870890031903119,0.2562942060176835,,66568.0,2017-02-24,05:16:03,02:36:11,9371,01:04:32,3872
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.36873100303951367,-100.0,מרוץ אייל ,15000,0.4819813352476669,-4.0,17282,0.5776417735529656,0.15228560440937533,,66570.0,2017-02-24,04:48:02,01:04:31,3871,01:42:11,6131
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.42617488222452027,-84.0,מרוץ הלילה של תל-אביב,10000,0.3081306990881459,-16.0,16358,0.5174816068754476,0.15032881621911454,,66876.0,2017-02-24,04:32:38,02:07:04,7624,00:59:12,3552
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.37784954407294835,-100.0,מרוץ אייל ,15000,0.52275664034458,-4.0,14779,0.4146754345986067,-0.035627657610157515,,68676.0,2017-02-24,04:06:19,01:05:19,3919,01:46:55,6415
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.2990667623833453,-104.0,מרוץ הלילה של תל-אביב ,10000,0.28088621855050694,-11.0,16264,0.5113614167589036,0.22138492629197748,,68741.0,2018-02-23,04:31:04,01:20:57,4857,00:55:57,3357
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.5023555095943928,-84.0,מרוץ אייל ,15000,0.41421392677674085,-20.0,18482,0.655771860147145,0.19748714196157813,,69653.0,2018-02-23,05:08:02,02:18:07,8287,01:34:19,5659
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.43799472295514513,-49.0,חצי מרתון עמק המעיינות,21097,0.43444789153165575,-35.0,15214,0.44299759098899666,0.00677628374559619,,69846.0,2017-02-24,04:13:34,04:08:00,14880,02:08:16,7696
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.38584396185223485,-84.0,מרוץ הלילה של תל-אביב,10000,0.3106003039513678,-16.0,18054,0.6279054625952211,0.27968332969341975,,69898.0,2017-02-24,05:00:54,02:01:13,7273,00:59:25,3565
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.27182248327622777,-77.0,מרוץ הלילה של תל-אביב,10000,0.5182370820668692,-23.0,14454,0.3935152028126831,-0.0015145798588654391,,70146.0,2017-02-24,04:00:54,01:47:12,6432,01:17:38,4658
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.11303191489361702,-100.0,חצי מרתון חיפה ה-19,5000,0.07280701754385965,-12.0,13168,0.30978579334592093,0.2168663271271826,,70827.0,2017-02-24,03:39:28,00:42:05,2525,00:20:09,1209
מרתון טבריה Winner ,מרוץ הלילה של תל-אביב,10000,0.126709726443769,-51.0,מרוץ אייל ,15000,0.1873653984206748,-4.0,12206,0.2616094986807388,0.1045719362485169,,70863.0,2017-01-06,03:23:26,00:43:17,2597,01:07:59,4079
International Tiberias Winner Marathon ,חצי מרתון גליל מערבי,10000,0.1512355848434926,-72.0,מרוץ הלילה של נהריה ,10000,0.211443728685108,-17.0,13921,0.4005430122892255,0.2192033555249252,,71210.0,2018-01-07,03:52:01,00:43:59,2639,00:45:55,2755
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.25599425699928213,-104.0,מרוץ הלילה של תל-אביב ,10000,0.21329327825760422,-11.0,15559,0.4654599908848232,0.23081622325638002,,71347.0,2018-02-23,04:19:19,01:15:57,4557,00:49:57,2997
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3187406641388027,-84.0,מרוץ הלילה של תל-אביב ,10000,0.19958693203154337,-31.0,16265,0.5114265251643987,0.25226272707922565,,71392.0,2018-02-23,04:31:05,01:51:29,6689,00:48:44,2924
מרתון סמסונג תל-אביב ,מרוץ חיפה ,21097,0.2766350820429859,-112.0,מרוץ הלילה של תל-אביב ,10000,0.4703342095381149,-3.0,15242,0.44482062634286085,0.07133598055231044,,71437.0,2018-02-23,04:14:02,01:45:52,6352,01:12:46,4366
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.3798311139980513,-21.0,מרתון טבריה Winner ,10000,0.21411625148279953,-28.0,15050,0.43231981248779217,0.13534612974736676,,71527.0,2017-02-24,04:10:50,01:24:00,5040,00:49:21,2961
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3065609559921866,-84.0,מרוץ הלילה של תל-אביב,10000,0.2032674772036474,-16.0,17864,0.6155348655511427,0.36062064895322565,,71597.0,2017-02-24,04:57:44,01:49:43,6583,00:50:00,3000
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.3942965036786249,-21.0,חצי מרתון השרון ,21097,0.2822646434981237,-77.0,15785,0.4782470625595427,0.13996648897116842,,71700.0,2017-03-17,04:23:05,04:01:06,14466,01:48:16,6496
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.27687560896394936,-21.0,חצי מרתון עמק המעיינות,21097,0.3542456624152591,-63.0,16290,0.5130542353017774,0.19749359961217317,,71970.0,2017-02-24,04:31:30,01:13:26,4406,01:56:38,6998
מרתון סמסונג תל-אביב ,International Tiberias Winner Marathon ,21097,0.3395283772981615,-47.0,מרוץ הלילה של תל-אביב ,10000,0.24784078107397672,-68.0,16625,0.5348655511426526,0.24118097195658345,,72002.0,2018-02-23,04:37:05,02:01:20,7280,00:53:01,3181
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.3943326018509684,-14.0,חצי מרתון עמק המעיינות,21097,0.383775709525451,-84.0,16919,0.570413961038961,0.18135980535075136,,72085.0,2018-03-09,04:41:59,02:09:15,7755,02:00:55,7255
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.2403115501519757,-100.0,חצי מרתון חיפה ה-19,5000,0.22631578947368422,-12.0,15196,0.441825639690084,0.208511969877254,,72334.0,2017-02-24,04:13:16,00:53:15,3195,00:25:59,1559
מרתון טבריה Winner ,"המרתון המדברי, אילת ",42195,0.5748466787596096,-49.0,מרוץ הלילה של תל-אביב,10000,0.25284954407294835,-2.0,16039,0.5144459102902375,0.10059779887395848,,72689.0,2017-01-06,04:27:19,04:48:50,17330,00:54:21,3261
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.3974811563782082,-21.0,חצי מרתון עמק המעיינות,21097,0.4283580374583477,-84.0,16018,0.493045411241664,0.08012581432338606,,72741.0,2017-03-17,04:26:58,02:09:48,7788,02:07:23,7643
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.256348385614156,-84.0,מרוץ אייל ,15000,0.19325197415649678,-20.0,15082,0.43440328146363694,0.20960310157831052,,73176.0,2018-02-23,04:11:22,01:42:26,6146,01:08:40,4120
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.2847644376899696,-100.0,מרוץ אייל ,15000,0.19712849964106247,-4.0,12864,0.28999283807539555,0.0490463694098795,,73702.0,2017-02-24,03:34:24,00:57:09,3429,01:09:07,4147
Jerusalem Marathon,מרתון סמסונג תל-אביב ,10000,0.2920801348062161,-14.0,חצי מרתון עמק המעיינות,21097,0.4961507526140411,-84.0,16337,0.531047077922078,0.13693163421194932,,73749.0,2018-03-09,04:32:17,00:56:36,3396,02:17:13,8233
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.32964824120603015,-104.0,מרוץ הלילה של תל-אביב ,10000,0.22944048066090875,-11.0,14459,0.39384074484015885,0.11429638390668939,,73754.0,2018-02-23,04:00:59,01:24:30,5070,00:51:23,3083
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.46547167643341375,-84.0,מרוץ הלילה של תל-אביב,10000,0.2992021276595745,-16.0,17817,0.6124747704928706,0.23013786844637646,,74175.0,2017-02-24,04:56:57,02:12:46,7966,00:58:25,3505
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.3415586952275539,-14.0,חצי מרתון עמק המעיינות,21097,0.21394921291508676,-84.0,15406,0.4680735930735931,0.19031963900227278,,74188.0,2018-03-09,04:16:46,03:47:36,13656,01:36:17,5777
מרתון סמסונג תל-אביב ,Desert Marathon ,21097,0.3273170191562396,-98.0,מרוץ אייל ,15000,0.39569274946159366,-6.0,16731,0.5417670421251384,0.18026215781622174,,74292.0,2018-02-23,04:38:51,02:13:23,8003,01:32:10,5530
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.4429289303661163,-104.0,מרוץ הלילה של תל-אביב ,10000,0.5015020653398423,-11.0,19556,0.7256982876489355,0.2534827897959562,,74863.0,2018-02-23,05:25:56,01:37:39,5859,01:15:32,4532
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב ,10000,0.17104769057454,-115.0,מרוץ הלילה של תל-אביב ,10000,0.30022530980097634,0.0,15017,0.4301712351064522,0.19453473491869405,,75385.0,2018-02-23,04:10:17,00:46:12,2772,00:57:40,3460
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.16495349975526186,-77.0,מרוץ הלילה של תל-אביב,10000,0.5284954407294833,-23.0,11684,0.21316491959111922,-0.13355955065125336,,75668.0,2017-02-24,03:14:44,01:36:17,5777,01:18:32,4712
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.13604504193956107,-35.0,מרוץ אייל ,15000,0.11773151471643933,-20.0,10607,0.15613456464379946,0.029246286315799258,,75751.0,2017-01-06,02:56:47,01:24:59,5099,00:59:54,3594
"המרתון המדברי, אילת ",מרוץ נהריה ,10000,0.13485551195148054,-28.0,בשביל הבנים הדרוזים,15000,0.09121574139142656,-28.0,12352,0.14485618035760559,0.031820553686152026,,75752.0,2016-11-18,03:25:52,00:39:07,2347,01:05:07,3907
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.2461597175842,-14.0,חצי מרתון עמק המעיינות,21097,0.3902102723198897,-84.0,15422,0.46915584415584416,0.15097084920379933,,75778.0,2018-03-09,04:17:02,01:43:22,6202,02:01:51,7311
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3536711478800414,-84.0,מרוץ אייל ,15000,0.30624551328068916,-20.0,16191,0.5066085031577576,0.17665017257739235,,75818.0,2018-02-23,04:29:51,01:56:33,6993,01:21:47,4907
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.3496701846965699,-49.0,חצי מרתון עמק המעיינות,21097,0.2517522693324141,-35.0,13807,0.35139006445732146,0.050678837442829416,,75965.0,2017-02-24,03:50:07,03:45:41,13541,01:41:46,6106
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.33885224274406334,-49.0,מרוץ אייל ,15000,0.2492462311557789,-55.0,13457,0.32860212253401916,0.034552885584098025,,75978.0,2017-02-24,03:44:17,03:42:57,13377,01:15:10,4510
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.16603470067792714,-35.0,חצי מרתון אשכול גליל מערבי,10000,0.02903967797584819,-56.0,11929,0.2433377308707124,0.1458005415438247,,76007.0,2017-01-06,03:18:49,01:29:20,5360,00:41:08,2468
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.37469837986901067,-35.0,מרוץ אשדוד אליפות ישראל,10000,0.43030114871158026,-31.0,15816,0.49973614775725594,0.09723638346696051,,76058.0,2017-01-06,04:23:36,01:59:36,7176,00:54:43,3283
International Tiberias Winner Marathon ,חצי מרתון עמק המעיינות,21097,0.4620245892221073,-37.0,מרוץ אייל ,15000,0.45886575735821966,-20.0,15423,0.5078593883966848,0.047414215106521274,,76196.0,2018-01-07,04:17:03,02:12:16,7936,01:39:30,5970
Jerusalem Marathon ,מרוץ ראשון לציון ,15000,0.3354985384865216,-42.0,מרתון טבריה Winner ,10000,0.2722419928825623,-28.0,15650,0.4696729120355668,0.16580264635102487,,76246.0,2017-03-17,04:20:50,01:19:27,4767,00:54:15,3255
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.3044927036654027,-35.0,מרוץ אייל ,15000,0.2650394831299354,-20.0,15053,0.4494063324538259,0.16464023905615682,,76256.0,2017-01-06,04:10:53,01:49:25,6565,01:17:00,4620
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2901298402849592,-35.0,מרוץ אייל ,15000,0.27480258435032306,-20.0,14819,0.43397097625329817,0.15150476393565704,,76332.0,2017-01-06,04:06:59,01:47:20,6440,01:18:08,4688
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.30311386878088015,-84.0,מרוץ אייל ,15000,0.2781048097631012,-20.0,14246,0.37997265446969203,0.08936331519770135,,76361.0,2018-02-23,03:57:26,01:49:13,6553,01:18:31,4711
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.4297368723428703,-35.0,מרוץ חבר,15000,0.27612519399896535,-56.0,16162,0.5225593667546174,0.16962833358369966,,76418.0,2017-01-06,04:29:22,02:07:35,7655,01:28:44,5324
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.23919597989949748,-104.0,מרוץ הלילה של תל-אביב ,10000,0.22399549380398048,-11.0,15659,0.47197083143433816,0.24037509458259917,,76426.0,2018-02-23,04:20:59,01:14:00,4440,00:50:54,3054
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.4296219694358267,-35.0,מרוץ חבר,15000,0.2887997930677703,-56.0,17338,0.600131926121372,0.2409210448695735,,76433.0,2017-01-06,04:48:58,02:07:34,7654,01:30:22,5422
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.10283810180397564,-35.0,מרוץ אייל ,15000,0.0895908111988514,-20.0,10016,0.11715039577836411,0.020935939276950588,,78042.0,2017-01-06,02:46:56,01:20:10,4810,00:56:38,3398
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.23842353211536252,-35.0,מרוץ אשדוד אליפות ישראל,10000,0.27506985408258305,-31.0,13474,0.34525065963060686,0.08850396653163406,,78054.0,2017-01-06,03:44:34,01:39:50,5990,00:46:23,2783
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2963345972653108,-35.0,מרוץ אייל ,15000,0.24723618090452262,-20.0,14801,0.43278364116094986,0.16099825207603313,,78064.0,2017-01-06,04:06:41,01:48:14,6494,01:14:56,4496
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.2847092605886576,-104.0,מרוץ הלילה של תל-אביב ,10000,0.19677055951933908,-11.0,14362,0.38752522950712937,0.14678531945313103,,78079.0,2018-02-23,03:59:22,01:19:17,4757,00:48:29,2909
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.33528668275307366,-84.0,מרוץ ספארי רמת-גן,10000,0.5070017953321364,-21.0,14287,0.38264209909499314,-0.03850213994761187,,78527.0,2017-02-24,03:58:07,01:53:53,6833,00:54:02,3242
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.27925340990667624,-104.0,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'",5000,0.12067209775967414,-8.0,14987,0.42821798294159774,0.22825522910842255,,78719.0,2018-02-23,04:09:47,01:18:39,4719,00:21:49,1309
Jerusalem Marathon,חצי מרתון עמק המעיינות,21097,0.2962196943582673,-98.0,Desert Marathon ,42195,0.5717098785690844,-14.0,15181,0.45285443722943725,0.01888965076576138,,79029.0,2018-03-09,04:13:01,01:48:13,6493,03:51:57,13917
International Tiberias Winner Marathon ,מרוץ אייל ,15000,0.24134960516870066,-57.0,מרוץ הלילה של נהריה ,10000,0.2383478590375142,-32.0,13966,0.4037582166333238,0.16390948453021636,,79136.0,2018-01-07,03:52:46,01:14:15,4455,00:47:06,2826
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2600252786395496,-35.0,מרוץ אייל ,15000,0.25355348169418523,-20.0,15399,0.47222955145118733,0.21544017128431991,,79169.0,2017-01-06,04:16:39,01:42:58,6178,01:15:40,4540
מרתון טבריה Winner ,"המרתון המדברי, אילת ",21097,0.26214914118139926,-49.0,מרוץ אייל ,15000,0.27408470926058864,-6.0,14043,0.3827836411609499,0.11466671593995592,,79179.0,2017-01-06,03:54:03,01:59:30,7170,01:18:03,4683
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.35527978857865106,-35.0,מרוץ אייל ,15000,0.27867910983488875,-20.0,15480,0.47757255936675463,0.16059311015998473,,79183.0,2017-01-06,04:18:00,01:56:47,7007,01:18:35,4715
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.36849362288865906,-35.0,מרוץ אייל ,15000,0.33539124192390524,-20.0,14959,0.44320580474934035,0.0912633723430582,,79211.0,2017-01-06,04:09:19,01:58:42,7122,01:25:10,5110
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.14753533264391588,-35.0,מרוץ אייל ,15000,0.12419239052404882,-20.0,10799,0.1687994722955145,0.03293561071153217,,79308.0,2017-01-06,02:59:59,01:26:39,5199,01:00:39,3639
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.16189819602435943,-35.0,מרוץ אייל ,15000,0.1382627422828428,-20.0,11173,0.19346965699208443,0.043389187838483306,,79320.0,2017-01-06,03:06:13,01:28:44,5324,01:02:17,3737
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.17419280707801907,-84.0,מרוץ אייל ,15000,0.14501076812634603,-20.0,11652,0.21108145061527442,0.05147966301309187,,79327.0,2017-02-24,03:14:12,01:30:31,5431,01:03:04,3784
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.16040445823279328,-35.0,מרוץ אייל ,15000,0.15678391959798996,-20.0,11311,0.2025725593667546,0.04397837045136299,,79336.0,2017-01-06,03:08:31,01:28:31,5311,01:04:26,3866
Jerusalem Marathon ,מרתון טבריה Winner ,42195,0.362335092348285,-70.0,חצי מרתון עמק המעיינות,21097,0.19453062162472712,-35.0,13294,0.3200381073356621,0.041605250349156075,,79344.0,2017-03-17,03:41:34,03:48:53,13733,01:33:28,5608
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.1880960588302884,-35.0,מרוץ אייל ,15000,0.18004307250538407,-20.0,11985,0.2470316622691293,0.06296209660129307,,79354.0,2017-01-06,03:19:45,01:32:32,5552,01:07:08,4028
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.18648741813167874,-35.0,"המרתון המדברי, אילת ",21097,0.12599497276916632,-14.0,11567,0.21945910290237466,0.06321790745195213,,79361.0,2017-01-06,03:12:47,01:32:18,5538,01:37:50,5870
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.1352924339280603,-21.0,מרתון טבריה Winner ,10000,0.09727164887307237,-49.0,11411,0.20044458558272468,0.08416254418215835,,79367.0,2017-03-17,03:10:11,01:24:00,5040,00:39:30,2370
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.44352522118809606,-84.0,מרוץ אייל ,15000,0.41292175161521893,-20.0,16560,0.5306335047854678,0.10241001838381025,,79478.0,2017-02-24,04:36:00,02:09:35,7775,01:34:10,5650
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.31242100425140756,-84.0,מרוץ אייל ,15000,0.3381191672648959,-20.0,14249,0.3801679796861775,0.05489789392802574,,79484.0,2018-02-23,03:57:29,01:50:34,6634,01:25:29,5129
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.30918583782019904,-77.0,מרוץ אייל ,15000,0.3313711414213927,-27.0,14468,0.3944267204896152,0.07414823086881933,,79671.0,2017-02-24,04:01:08,01:51:01,6661,01:24:42,5082
מרתון סמסונג תל-אביב ,"מרוץ הערבה ע""ש יוני פרידמן",21097,0.32251042989298023,-59.0,מרוץ אייל ,15000,0.26302943287867914,-45.0,13459,0.32873233934500945,0.035962407959179765,,79698.0,2018-02-23,03:44:19,01:47:14,6434,01:16:46,4606
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.3886001948684638,-21.0,מרוץ אייל ,15000,0.3050969131371141,-83.0,15175,0.44045836317468584,0.09360980917189687,,79729.0,2017-02-24,04:12:55,01:24:54,5094,01:21:39,4899
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.3133402275077559,-35.0,מרוץ אייל ,15000,0.29921033740129216,-20.0,14714,0.4270448548812665,0.12076957242674241,,79738.0,2017-01-06,04:05:14,01:50:42,6642,01:20:58,4858
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.34355969206020914,-84.0,מרוץ אייל ,15000,0.28671931083991387,-20.0,16668,0.537665212578944,0.22252571112888242,,79759.0,2017-02-24,04:37:48,01:55:05,6905,01:19:31,4771
מרתון טבריה Winner ,"המרתון המדברי, אילת ",21097,0.2671763720150817,-49.0,מרוץ אייל ,15000,0.2855707106963388,-6.0,13581,0.3523087071240106,0.07593516576830034,,79761.0,2017-01-06,03:46:21,02:00:18,7218,01:19:23,4763
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.35527978857865106,-84.0,מרוץ אייל ,15000,0.2812634601579325,-20.0,15195,0.44176053128458886,0.12348890691629705,,79777.0,2017-02-24,04:13:15,01:56:47,7007,01:18:53,4733
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2854188210961737,-35.0,מרוץ אייל ,15000,0.25082555635319453,-20.0,13707,0.36062005277044856,0.09249786404576443,,79832.0,2017-01-06,03:48:27,01:46:39,6399,01:15:21,4521
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.23337467798874154,-14.0,חצי מרתון עמק המעיינות,21097,0.2649661036424222,-84.0,13793,0.35896915584415584,0.109798765028574,,79834.0,2018-03-09,03:49:53,01:41:08,6068,01:43:41,6221
