Marathon,RaceOne,RaceOneKM,RaceOneResultInSecondsNormalized,TimeBetweenMarathonAndRaceOne,RaceTwo,RaceTwoKM,RaceTwoResultInSecondsNormalized,TimeBetweenRaceOneAndRaceTwo,MarathonResultInSeconds,MarathonResultInSecondsNormalized,ImprovementRate,ImprovementClass,RunnerID,MarathonDate,MarathonResult,RaceOneResult,RaceOneResultInSeconds,RaceTwoResult,RaceTwoResultInSeconds
International Tiberias Winner Marathon ,חצי מרתון עמק המעיינות,21097,0.32057911065149947,-37.0,מרוץ הלילה של תל-אביב ,10000,0.24202027788208788,-31.0,14618,0.45034295513003714,0.16904326086324345,,4042.0,2018-01-07,04:03:38,01:51:45,6705,00:52:30,3150
Jerusalem Marathon ,מרוץ הגליל העליון ה-2,15000,0.5353486104339347,-7.0,מרתון טבריה Winner ,10000,0.2584025306445235,-63.0,15756,0.4764052080025405,0.07952963746331143,,4066.0,2016-03-18,04:22:36,01:27:28,5248,00:53:05,3185
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.42491095024704123,-35.0,מרוץ הלילה של תל-אביב,10000,0.2992021276595745,-16.0,12041,0.25072559366754615,-0.1113309452857617,,4073.0,2017-01-06,03:20:41,02:06:53,7613,00:58:25,3505
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2111915431460416,-35.0,מרוץ אייל ,15000,0.1853553481694185,-20.0,12462,0.2784960422163588,0.08022259655862876,,4087.0,2017-01-06,03:27:42,01:35:53,5753,01:07:45,4065
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.34958496326686384,-21.0,מרוץ ראשון לציון ,15000,0.2650211107502436,-21.0,15309,0.44801524293426487,0.14071220592571115,,4126.0,2017-03-17,04:15:09,02:01:26,7286,01:12:13,4333
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.25485464782258993,-35.0,חצי מרתון אשכול גליל מערבי,21097,0.2553191489361702,-56.0,15305,0.46602902374670185,0.21094212536732182,,4146.0,2017-01-06,04:15:05,01:42:13,6133,01:46:18,6378
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.39423187406641386,-84.0,מרוץ אייל ,15000,0.15606604450825556,-20.0,12446,0.26277752457842307,-0.012371434708911666,,4148.0,2018-02-23,03:27:26,02:02:26,7346,01:04:21,3861
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.06469033666551764,-35.0,מרוץ אייל ,15000,0.03704235463029433,-20.0,9543,0.08594986807387862,0.03508352242597264,,5111.0,2017-01-06,02:39:03,01:14:38,4478,00:50:32,3032
"המרתון המדברי, אילת ",מרוץ ספארי רמת-גן,10000,0.5041292639138241,-7.0,מרוץ אשדוד אליפות ישראל,10000,0.4774914622787954,-10.0,18501,0.6759955083354928,0.18518514523918306,,5120.0,2016-11-18,05:08:21,00:53:54,3234,00:57:15,3435
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.21225340191418712,-14.0,Desert Marathon ,42195,0.6148670823761077,-98.0,12295,0.25764339826839827,-0.15591684387674914,,5407.0,2018-03-09,03:24:55,03:14:30,11670,03:56:20,14180
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.2812683117390455,-14.0,חצי מרתון עמק המעיינות,21097,0.2376192117660577,-84.0,13391,0.3317775974025974,0.07233383565004581,,5410.0,2018-03-09,03:43:11,03:32:10,12730,01:39:43,5983
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.3029494107689303,-21.0,"המרתון המדברי, אילת ",42195,0.3563963030145979,-98.0,14255,0.38107335662114955,0.051400499729385485,,5416.0,2017-03-17,03:57:35,03:37:43,13063,04:06:41,14801
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.445844327176781,-49.0,חצי מרתון עמק המעיינות,21097,0.2736987245777318,-35.0,14154,0.3739826811641383,0.014211155286881882,,5424.0,2017-02-24,03:55:54,04:09:59,14999,01:44:57,6297
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.32218775135010913,-84.0,מרוץ הלילה של תל-אביב ,10000,0.2209913631242959,-31.0,16151,0.5040041669379517,0.23241460970074918,,5429.0,2018-02-23,04:29:11,01:51:59,6719,00:50:38,3038
מרתון סמסונג תל-אביב ,"המרתון המדברי, אילת ",21097,0.3357771260997067,-98.0,מרוץ אייל ,15000,0.38147882268485284,-6.0,15842,0.4838856696399505,0.12525769524767072,,5440.0,2017-02-24,04:24:02,02:11:13,7873,01:30:31,5431
מרתון סמסונג תל-אביב ,"המרתון המדברי, אילת ",21097,0.3591328026811898,-98.0,מרוץ הלילה של תל-אביב,10000,0.30243161094224924,-2.0,15352,0.4519825509473273,0.12120034413560776,,5453.0,2017-02-24,04:15:52,02:14:56,8096,00:58:42,3522
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.31962799804209496,-91.0,מרוץ הלילה של תל-אביב ,10000,0.2209913631242959,-24.0,14604,0.40328146363695555,0.13297178305376012,,5454.0,2018-02-23,04:03:24,01:52:05,6725,00:50:38,3038
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,10000,0.4032952630593522,-21.0,מרתון טבריה Winner ,42195,0.4598944591029024,-49.0,16276,0.5094315655763735,0.07783670449524616,,5463.0,2017-03-17,04:31:16,01:06:30,3990,04:13:32,15212
מרתון טבריה Winner ,מרוץ אייל ,15000,0.6156496769562096,-55.0,מרוץ חבר,15000,0.23926539058458354,-36.0,14821,0.4341029023746702,0.006645368604273616,,5546.0,2017-01-06,04:07:01,01:57:42,7062,01:23:59,5039
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.26910260829598986,-35.0,מרוץ הלילה של תל-אביב,10000,0.38240881458966564,-16.0,14359,0.40362796833773085,0.07787225689490307,,5788.0,2017-01-06,03:59:19,01:44:17,6257,01:05:43,3943
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.31759163506836724,-35.0,מרוץ הלילה של תל-אביב,10000,0.28324468085106386,-16.0,15159,0.45639841688654353,0.15598025892682799,,5792.0,2017-01-06,04:12:39,01:51:19,6679,00:57:01,3421
מרתון סמסונג תל-אביב ,מרוץ נס ציונה,5000,0.31834259727134917,-13.0,"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",15000,0.3087235649546828,-8.0,14658,0.4067973175336936,0.0932642364206776,,5794.0,2016-02-26,04:04:18,00:27:17,1637,01:13:20,4400
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.2717297967751169,-21.0,"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",15000,0.30117069486404835,-21.0,15368,0.45176246427437283,0.16531221845479022,,5797.0,2016-03-18,04:16:08,01:47:50,6470,01:12:40,4360
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.2728158493017213,-21.0,מרתון טבריה Winner ,42195,0.4595646437994723,-28.0,15078,0.43414284784165635,0.06795260129105951,,5798.0,2017-02-24,04:11:18,01:13:01,4381,04:13:27,15207
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2295760082730093,-35.0,מרוץ אייל ,15000,0.11629576453697056,-20.0,12598,0.287467018469657,0.11453113206466706,,5804.0,2017-01-06,03:29:58,01:38:33,5913,00:59:44,3584
Jerusalem Marathon ,מרוץ כפר-סבא ,10000,0.1030389363722697,-6.0,מרתון סמסונג תל-אביב ,21097,0.1343383264955634,-15.0,12443,0.2659892029215624,0.14730057148764586,,5817.0,2017-03-17,03:27:23,00:38:33,2313,01:23:50,5030
מרתון טבריה Winner ,מרוץ התחתונים ה-6,10000,0.083409996933456,-7.0,מרוץ אייל ,15000,0.12060301507537688,-48.0,11001,0.18212401055408972,0.08011750454967329,,5824.0,2017-01-06,03:03:21,00:39:16,2356,01:00:14,3614
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.5787593374472231,-21.0,חצי מרתון עמק המעיינות,21097,0.3516028955532575,-63.0,13994,0.3635653362849144,-0.10161578021532591,,5834.0,2017-02-24,03:53:14,01:44:25,6265,01:56:15,6975
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.3061058785319909,-21.0,מרוץ הלילה של תל-אביב,10000,0.12443009118541033,-79.0,13810,0.35158538967380687,0.13631740481510626,,5835.0,2017-02-24,03:50:10,01:16:26,4586,00:43:05,2585
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.35079857520395263,-84.0,מרוץ אייל ,15000,0.2931801866475233,-20.0,15563,0.46572042450680384,0.14373104358106586,,5852.0,2018-02-23,04:19:23,01:56:08,6968,01:20:16,4816
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.20028715003589376,-104.0,מרוץ הלילה של תל-אביב ,10000,0.19451746150957566,-11.0,13343,0.3211797643075721,0.1237774585348374,,5862.0,2018-02-23,03:42:23,01:09:29,4169,00:48:17,2897
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.16005974951166266,-84.0,מרוץ אייל ,15000,0.14472361809045226,-20.0,13056,0.30249365193046424,0.1501019681294068,,5875.0,2018-02-23,03:37:36,01:28:28,5308,01:03:02,3782
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.07537630702056762,-35.0,מרוץ אייל ,15000,0.06403445800430725,-20.0,9701,0.09637203166226913,0.02666664914983169,,5883.0,2017-01-06,02:41:41,01:16:11,4571,00:53:40,3220
מרתון סמסונג תל-אביב ,מרוץ ספארי רמת-גן,10000,0.1518850987432675,-105.0,מרוץ אשדוד אליפות ישראל,10000,0.12108040981061782,-10.0,10799,0.15554398072791198,0.019061226450969304,,5887.0,2017-02-24,02:59:59,00:37:33,2253,00:38:07,2287
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.27106963388370425,-104.0,מרוץ הלילה של תל-אביב ,10000,0.1836274877957191,-11.0,14315,0.3844651344488573,0.15711657360914566,,5904.0,2018-02-23,03:58:35,01:17:42,4662,00:47:19,2839
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.2448580949098012,-84.0,מרוץ אייל ,15000,0.2442211055276382,-20.0,13554,0.33491763786704865,0.09037803764832894,,5905.0,2018-02-23,03:45:54,01:40:46,6046,01:14:35,4475
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.289670228656785,-35.0,מרוץ הלילה של תל-אביב,10000,0.19927811550151975,-16.0,14724,0.4277044854881267,0.1832303134089743,,5907.0,2017-01-06,04:05:24,01:47:16,6436,00:49:39,2979
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.29805814087096405,-84.0,מרוץ אייל ,15000,0.2617372577171572,-20.0,14634,0.40523471580181003,0.12533701650774942,,5908.0,2018-02-23,04:03:54,01:48:29,6509,01:16:37,4597
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2758818798115592,-35.0,מרוץ אייל ,15000,0.24134960516870066,-20.0,14317,0.4008575197889182,0.14224177729878829,,5921.0,2017-01-06,03:58:37,01:45:16,6316,01:14:15,4455
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.2378419452887538,-100.0,ספורטיאדה ריצה ואופניים יום I,5000,0.2250996015936255,-14.0,15757,0.4783514551728628,0.24688068173167316,,5931.0,2017-02-24,04:22:37,00:53:02,3182,00:24:38,1478
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.49155463633229923,-84.0,מרוץ אייל ,15000,0.45125628140703516,-20.0,17531,0.5938537665212579,0.12244830765159065,,5960.0,2017-02-24,04:52:11,02:16:33,8193,01:38:37,5917
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.43065930496914584,-21.0,מרוץ הלילה של תל-אביב,10000,0.26443768996960487,-79.0,16198,0.5070642619962237,0.15951576452684835,,5978.0,2017-02-24,04:29:58,01:29:13,5353,00:55:22,3322
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.393427553717109,-84.0,מרוץ הלילה של תל-אביב,10000,0.447758358662614,-16.0,15621,0.4694967120255225,0.048903755835661034,,5979.0,2017-02-24,04:20:21,02:02:19,7339,01:11:27,4287
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.3761921176605768,-35.0,מרוץ הלילה של תל-אביב,10000,0.21466565349544073,-16.0,18235,0.6593007915567283,0.3638719059787195,,5982.0,2017-01-06,05:03:55,01:59:49,7189,00:51:00,3060
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.495910290237467,-49.0,חצי מרתון עמק המעיינות,21097,0.3846949327817994,-35.0,16841,0.5489289667296048,0.10862635521997155,,5990.0,2017-02-24,04:40:41,04:22:38,15758,02:01:03,7263
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.41491439733425256,-84.0,מרוץ אייל ,15000,0.37243359655419955,-20.0,16546,0.5297219871085357,0.13604799016430963,,5991.0,2018-02-23,04:35:46,02:05:26,7526,01:29:28,5368
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.4299666781569574,-84.0,מרוץ אייל ,15000,0.4244077530509691,-20.0,17645,0.601276124747705,0.17408890914374175,,5997.0,2017-02-24,04:54:05,02:07:37,7657,01:35:30,5730
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.3864184763874526,-84.0,מרוץ הלילה של תל-אביב,10000,0.25930851063829785,-16.0,16958,0.5565466501725372,0.233683156659662,,6014.0,2017-02-24,04:42:38,02:01:18,7278,00:54:55,3295
International Tiberias Winner Marathon ,חצי מרתון עמק המעיינות,21097,0.4393887165345283,-37.0,מרוץ אייל ,15000,0.40086145010768126,-20.0,16861,0.610603029436982,0.1904779461158772,,6018.0,2018-01-07,04:41:01,02:08:59,7739,01:32:46,5566
מרתון טבריה Winner ,מרוץ אייל ,15000,0.350897343862168,-55.0,חצי מרתון חיפה ה-19,21097,0.48073163920692547,-8.0,17104,0.5846965699208443,0.16888207838629754,,6030.0,2017-01-06,04:45:04,01:26:58,5218,02:05:39,7539
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.4275537171090429,-35.0,מרוץ אשדוד אליפות ישראל,10000,0.501707544240919,-31.0,18144,0.6532981530343008,0.18866752235931988,,6036.0,2017-01-06,05:02:24,02:07:16,7636,00:58:33,3513
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.43065609559921864,-35.0,מרוץ הלילה של תל-אביב,10000,0.38259878419452886,-16.0,16191,0.5244722955145119,0.11784485561763813,,6043.0,2017-01-06,04:29:51,02:07:43,7663,01:05:44,3944
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.4450189589796622,-84.0,מרוץ הלילה של תל-אביב,10000,0.3618920972644377,-16.0,16320,0.5150074874666319,0.11155195934458195,,6045.0,2017-02-24,04:32:00,02:09:48,7788,01:03:55,3835
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.4906183716756404,-91.0,מרוץ הלילה של תל-אביב ,10000,0.3006008261359369,-24.0,17194,0.5719122338693925,0.17630263496360388,,6064.0,2018-02-23,04:46:34,02:09:33,7773,00:57:42,3462
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.42858784327243477,-35.0,מרוץ אייל ,15000,0.40330222541277816,-20.0,19533,0.7449208443271768,0.3289758099845703,,6083.0,2017-01-06,05:25:33,02:07:25,7645,01:33:03,5583
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.08106860158311345,-49.0,מרוץ הלילה של תל-אביב,10000,0.025835866261398176,-51.0,10504,0.13633700110684288,0.08288476718458707,,6094.0,2017-02-24,02:55:04,02:37:49,9469,00:34:26,2066
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.13851899967521922,-21.0,מרתון טבריה Winner ,42195,0.24096306068601583,-28.0,11993,0.23328341688912038,0.043542386708502856,,6103.0,2017-02-24,03:19:53,00:59:14,3554,03:18:13,11893
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,5000,0.11609977324263039,-21.0,מרוץ הלילה של תל-אביב,10000,0.17743161094224924,-79.0,15327,0.4503548408099486,0.30358914871750875,,6106.0,2017-02-24,04:15:27,00:20:25,1225,00:47:44,2864
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.2799034815580834,-84.0,מרוץ הלילה של תל-אביב,10000,0.1641337386018237,-16.0,15988,0.4933914968422423,0.27137288676228877,,6338.0,2017-02-24,04:26:28,01:45:51,6351,00:46:34,2794
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.27720038973692757,-21.0,חצי מרתון עמק המעיינות,21097,0.30736527634149147,-63.0,13705,0.3447490070968162,0.052466174057606674,,6346.0,2017-02-24,03:48:25,01:13:28,4408,01:49:50,6590
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.6043892910490636,-35.0,מרוץ הלילה של תל-אביב,10000,0.5499620060790273,-16.0,18833,0.6987467018469657,0.12157105328292028,,6417.0,2017-01-06,05:13:53,02:32:55,9175,01:20:25,4825
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,10000,0.030518629470136678,-21.0,מסכמת תל אביב,10000,0.0,-22.0,10319,0.13108923467767544,0.1158299199426071,,6449.0,2016-03-18,02:51:59,00:33:19,1999,00:34:36,2076
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.15761854784848775,-21.0,מסכמת תל אביב,10000,0.02916567057136027,-22.0,11168,0.18501111463956812,0.09161900542964412,,6452.0,2016-03-18,03:06:08,01:27:54,5274,00:36:38,2198
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.2705145118733509,-49.0,חצי מרתון עמק המעיינות,21097,0.20866367919108353,-35.0,12237,0.24916986782993686,0.009580772297719642,,6622.0,2017-02-24,03:23:57,03:25:41,12341,01:35:31,5731
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.21662877557648588,-21.0,מרוץ כוכב יאיר צור יגאל ,10000,0.25733634311512416,-91.0,14454,0.3935152028126831,0.15653264346687806,,6627.0,2017-02-24,04:00:54,01:07:15,4035,00:47:01,2821
מרתון סמסונג תל-אביב ,מרוץ הלילה של תל-אביב,10000,0.11854103343465046,-100.0,מרוץ אייל ,15000,0.1968413496051687,-4.0,12619,0.2740412787290839,0.11635008720917434,,6640.0,2017-02-24,03:30:19,00:42:34,2554,01:09:05,4145
מרתון סמסונג תל-אביב ,מרוץ התחתונים ה-6,5000,0.3189457601222307,-56.0,"המרתון המדברי, אילת ",21097,0.5743611227482195,-42.0,17454,0.5888404192981314,0.14218697786290624,,6646.0,2017-02-24,04:50:54,00:30:17,1817,02:49:11,10151
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.31207629553027694,-84.0,מרוץ אייל ,15000,0.2719310839913855,-20.0,13762,0.3484601862100397,0.05645649644920847,,6665.0,2018-02-23,03:49:22,01:50:31,6631,01:17:48,4668
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.3613696426519591,-35.0,חצי מרתון חיפה ה-19,21097,0.37349902261938006,-28.0,15966,0.5096306068601583,0.14219627422448866,,6668.0,2017-01-06,04:26:06,01:57:40,7060,01:52:51,6771
