Event,Date,Heat,Type,raceid,eventid,Finishers
מרוץ שפיים 2017,25/11/2017,"10 ק""מ ריצה תחרותית",10K,26544,7757,23
מרוץ שפיים 2017,25/11/2017,"5 ק""מ ריצה תחרותית",5K,26545,7757,32
מרוץ שפיים 2017,25/11/2017,"5 ק""מ הליכה תחרותית",5K,26546,7757,25
מרוץ שפיים 2017,25/11/2017,"2 ק""מ ריצה תחרותית",2K,26547,7757,94
חצי מרתון השרון 2017,24/11/2017,5 קמ,5K,26543,7756,675
"מרוץ באר יעקב ה-1 ע""ש סולומון גברייה",24/11/2017,"10 ק""מ ריצה תחרותית",10K,26536,7754,198
"מרוץ באר יעקב ה-1 ע""ש סולומון גברייה",24/11/2017,"5 ק""מ ריצה תחרותית",5K,26537,7754,162
חצי מרתון השרון 2017,24/11/2017,חצי מרתון,חצי מרתון,26541,7756,261
מרוץ העגור 2017,24/11/2017,10k,10K,26534,7753,1072
חצי מרתון השרון 2017,24/11/2017,"10ק""מ",,26542,7756,417
מרוץ העגור 2017,24/11/2017,21k,חצי מרתון,26535,7753,630
"מרוץ להבים ה 30 ע""ש סגן שי ארבלי",17/11/2017,"5 ק""מ",5K,26521,7749,71
"מרוץ להבים ה 30 ע""ש סגן שי ארבלי",17/11/2017,"3 ק""מ",,26522,7749,130
Desert Marathon 2017,17/11/2017,Marathon,מרתון,26523,7750,410
Desert Marathon 2017,17/11/2017,Half Marathon,חצי מרתון,26524,7750,747
Desert Marathon 2017,17/11/2017,"10 ק""מ",10K,26525,7750,457
"מרוץ האוניברסיטה ה-8 ע""ש נועם גולדמן",17/11/2017,"5 ק""מ ריצה תחרותית",,26519,7748,664
Desert Marathon 2017,17/11/2017,"5 ק""מ",5K,26526,7750,144
"מרוץ להבים ה 30 ע""ש סגן שי ארבלי",17/11/2017,"10 ק""מ",10K,26520,7749,91
ULTRAMAN RIDLEY 2017,14/11/2017,Ultra Run 100k,,26530,7752,7
ULTRAMAN RIDLEY 2017,14/11/2017,Ultra Run 85k,,26531,7752,3
ULTRAMAN RIDLEY 2017,14/11/2017,UltraMan - Day 1,,26532,7752,15
ULTRAMAN RIDLEY 2017,14/11/2017,UltraMan - Day 3,,26533,7752,15
ULTRAMAN RIDLEY 2017,14/11/2017,Swim,,26528,7752,14
ULTRAMAN RIDLEY 2017,14/11/2017,UltraMan - Day 2,,26529,7752,15
מרוץ אייל 2017,11/11/2017,"15 ק""מ",15K,26510,7744,2871
מרוץ אייל 2017,11/11/2017,"5 ק""מ",5K,26511,7744,674
מרוץ אייל 2017,11/11/2017,"2 ק""מ",2K,26512,7744,461
ביכורי ים,10/11/2017,3 קילומטר,,26509,7743,158
המרוץ היהודי ערבי,10/11/2017,5k - Normal,5K,26489,7740,354
המרוץ היהודי ערבי,10/11/2017,5k - Olympic,5K,26490,7740,149
מרוץ אינטל ה-3,10/11/2017,"10 ק""מ ריצה תחרותית",10K,26491,7741,58
מרוץ אינטל ה-3,10/11/2017,"5 ק""מ ריצה תחרותית",5K,26492,7741,67
ביכורי ים,10/11/2017,10 קילומטר,,26507,7743,44
ביכורי ים,10/11/2017,5.3 קילומטר,,26508,7743,53
מרוץ השלום לזכרו של רבין 2017,08/11/2017,"6.25 ק""מ ריצה תחרותית",,26485,7737,44
מרוץ השלום לזכרו של רבין 2017,08/11/2017,"3.25 ק""מ ריצה תחרותית",,26486,7737,169
מרוץ אונ' אריאל בשיתוף אגודת הסטודנטים 2017,07/11/2017,"6 ק""מ ריצה תחרותית",,26487,7738,76
מרוץ הדיפלומטים ה-2,05/11/2017,"10 ק""מ ריצה תחרותית",10K,26488,7739,74
מרוץ טבעון,03/11/2017,5k,5K,26449,7730,12
מרוץ מודיעין ה-13,03/11/2017,"21.1 ק""מ ריצה תחרותית",חצי מרתון,26444,7729,300
מרוץ חיפה 2017,03/11/2017,חצי מרתון,חצי מרתון,26439,7727,591
מרוץ מודיעין ה-13,03/11/2017,"10 ק""מ ריצה תחרותית",10K,26445,7729,469
מרוץ חיפה 2017,03/11/2017,"10 ק""מ",10K,26440,7727,993
מרוץ מודיעין ה-13,03/11/2017,"5 ק""מ ריצה תחרותית",5K,26446,7729,886
מרוץ חיפה 2017,03/11/2017,"5 ק""מ",5K,26441,7727,692
מרוץ טבעון,03/11/2017,1k,,26447,7730,206
"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'",03/11/2017,"ריצה 10 ק""מ",,26442,7728,343
מרוץ טבעון,03/11/2017,9.5k,,26448,7730,16
"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'",03/11/2017,"ריצה 5 ק""מ",,26443,7728,346
 מרוץ המדרגות של עזריאלי ה-15,02/11/2017,עילית,,26450,7731,15
 מרוץ המדרגות של עזריאלי ה-15,02/11/2017,קבוצות גיל,,26451,7731,200
 מרוץ המדרגות של עזריאלי ה-15,02/11/2017,קבוצות וחברות,,26452,7731,34
מרוץ הלילה של תל-אביב 2017,31/10/2017,"10 ק""מ",10K,26437,7725,17605
מרוץ גיא,28/10/2017,3 קילומטר,,26432,7722,136
מרוץ משגב 2017,28/10/2017,5k,5K,26426,7721,79
מרוץ גיא,28/10/2017,2 קילומטר,2K,26433,7722,215
מרוץ משגב 2017,28/10/2017,10k,10K,26427,7721,78
מרוץ משגב 2017,28/10/2017,2k,2K,26428,7721,68
מרוץ משגב 2017,28/10/2017,15k,15K,26429,7721,35
מרוץ גיא,28/10/2017,10 קילומטר,10K,26430,7722,147
מרוץ גיא,28/10/2017,5 קילומטר,5K,26431,7722,186
מרוץ כוכב יאיר צור יגאל 2017,27/10/2017,"10 ק""מ",,26403,7716,88
מרוץ כוכב יאיר צור יגאל 2017,27/10/2017,"5 ק""מ",,26404,7716,181
מרוץ כוכב יאיר צור יגאל 2017,27/10/2017,"2.5 ק""מ",,26405,7716,387
חצי מרתון גליל מערבי,27/10/2017,חצי מרתון,,26399,7715,127
HIRUS ULTRA MARATHON,27/10/2017,80km HUM ,,26406,7717,71
חצי מרתון גליל מערבי,27/10/2017,"10 ק""מ",10K,26400,7715,162
HIRUS ULTRA MARATHON,27/10/2017,21km Tigers,,26407,7717,278
חצי מרתון גליל מערבי,27/10/2017,"5 ק""מ",,26401,7715,148
HIRUS ULTRA MARATHON,27/10/2017,12km Wolves,,26408,7717,174
חצי מרתון גליל מערבי,27/10/2017,7.3 קמ,,26402,7715,11
HIRUS ULTRA MARATHON,27/10/2017,50km Lions,,26409,7717,161
מרוץ בית יצחק 2017,20/10/2017,5k,5K,26391,7710,155
port2port 2017,20/10/2017,1.8km,,26374,7705,304
מרוץ בית יצחק 2017,20/10/2017,2k,2K,26392,7710,145
port2port 2017,20/10/2017,4.5km,,26375,7705,313
מרוץ דקל הטום - אילת 2017,20/10/2017,"3 ק""מ בתי ספר",,26377,7706,53
מרוץ חבר,20/10/2017,"15ק""מ",,26371,7704,689
מרוץ דקל הטום - אילת 2017,20/10/2017,"הליכה 10 ק""מ",,26378,7706,21
מרוץ חבר,20/10/2017,"10ק""מ",,26372,7704,1001
מרוץ חבר,20/10/2017,"5 ק""מ",,26373,7704,773
מרוץ בית יצחק 2017,20/10/2017,10k,10K,26390,7710,107
מרוץ דקל הטום - אילת 2017,20/10/2017,10 קמ ריצה,,26376,7706,331
ספורטיאדה יום I,18/10/2017,"רכיבה 20 ק""מ  דרג א",,26368,7703,50
ספורטיאדה יום I,18/10/2017,אופני טנדם,,26369,7703,39
ספורטיאדה יום I,18/10/2017,"רכיבה 20 ק""מ  דרג ב",,26370,7703,100
ספורטיאדה יום I,18/10/2017,"ריצה 5 ק""מ",5K,26367,7703,211
מרוץ רצים בדרכם 2017,17/10/2017,"8 ק""מ ריצה תחרותית",,26365,7702,129
מרוץ רצים בדרכם 2017,17/10/2017,"4 ק""מ ריצה תחרותית",,26366,7702,123
"מרוץ גליל ים ה-34 ע""ש זיו גרוך",14/10/2017,"10 ק""מ ריצה תחרותית",10K,26330,7692,121
"מרוץ גליל ים ה-34 ע""ש זיו גרוך",14/10/2017,"5 ק""מ ריצה תחרותית",5K,26331,7692,169
"מרוץ גליל ים ה-34 ע""ש זיו גרוך",14/10/2017,"2 ק""מ ריצה תחרותית",2K,26332,7692,82
מרוץ הר איתן ה-4,13/10/2017,"8 ק""מ",,26326,7691,111
מרוץ הר איתן ה-4,13/10/2017,"16 ק""מ",,26327,7691,111
מרוץ הר איתן ה-4,13/10/2017,"24 ק""מ",,26328,7691,30
מרוץ הר איתן ה-4,13/10/2017,"32 ק""מ",,26329,7691,29
מרוץ הלילה של נהריה 2017,10/10/2017,"5 ק""מ",5K,26323,7689,363
מרוץ הלילה של נהריה 2017,10/10/2017,"3 ק""מ",,26324,7689,186
מרוץ הלילה של נהריה 2017,10/10/2017,"10 ק""מ",10K,26322,7689,582
מרוץ נחל שורק ה-8,06/10/2017,"2 ק""מ ריצה תחרותית",2K,26296,7678,137
"מרתון התנ""ך 2017",06/10/2017,מרתון,מרתון,26290,7677,124
"מרתון התנ""ך 2017",06/10/2017,חצי מרתון,חצי מרתון,26291,7677,215
מרוץ הסמטה 2017,06/10/2017,5k,5K,26285,7675,274
"מרתון התנ""ך 2017",06/10/2017,"10 ק""מ",10K,26292,7677,193
מרוץ הסמטה 2017,06/10/2017,10k,10K,26286,7675,226
"מרתון התנ""ך 2017",06/10/2017,"5 ק""מ",5K,26293,7677,290
מרוץ נחל שורק ה-8,06/10/2017,"10 ק""מ ריצה תחרותית",10K,26294,7678,216
מרוץ נחל שורק ה-8,06/10/2017,"5 ק""מ ריצה תחרותית",5K,26295,7678,223
"מרוץ המעפיל ה-4, 2017",05/10/2017,"10 ק""מ",,26287,7676,17
"מרוץ המעפיל ה-4, 2017",05/10/2017,"5 ק""מ",,26288,7676,29
"מרוץ המעפיל ה-4, 2017",05/10/2017,"2 ק""מ",,26289,7676,94
שביל הבנים הדרוזים 2017,15/09/2017,"15 ק""מ",,26234,7649,246
שביל הבנים הדרוזים 2017,15/09/2017,"10 ק""מ",,26235,7649,783
שביל הבנים הדרוזים 2017,15/09/2017,"5 ק""מ",,26236,7649,1143
מרוץ פתיחת ליגת רצים בעבודה 2017,15/09/2017,"5 ק""מ ריצה תחרותית",5K,26237,7650,369
מרוץ כפר ורדים 2017,15/09/2017,"8 ק""מ ריצה תחרותית",,26238,7651,21
מרוץ כפר ורדים 2017,15/09/2017,"4 ק""מ ריצה תחרותית",,26239,7651,37
מרוץ כפר ורדים 2017,15/09/2017,"2 ק""מ ריצה תחרותית",2K,26240,7651,44
מרוץ תנך תשח 2017,14/09/2017,30k,,26228,7648,140
מרוץ תנך תשח 2017,14/09/2017,Relays,,26229,7648,189
מרוץ תנך תשח 2017,14/09/2017,50k,,26230,7648,56
מרוץ תנך תשח 2017,14/09/2017,King of the mountain ,,26231,7648,171
מרוץ תנך תשח 2017,14/09/2017,70k,,26232,7648,20
מרוץ תנך תשח 2017,14/09/2017,200k ,,26233,7648,4
מרוץ תנך תשח 2017,14/09/2017,100k,,26227,7648,45
מרוץ נשים ירושלים,11/09/2017,10km,10K,26225,7647,318
מרוץ נשים ירושלים,11/09/2017,5km,5K,26226,7647,431
משחה חדרה 2017,08/09/2017,1500 מ',,26212,7640,98
ערד מצדה לזריחה,08/09/2017,11k,,26202,7638,361
משחה חדרה 2017,08/09/2017,750 מ',,26213,7640,27
ערד מצדה לזריחה,08/09/2017,21.1k,חצי מרתון,26203,7638,586
משחה חדרה 2017,08/09/2017,4500 מ' עלית,,26214,7640,14
משחה חדרה 2017,08/09/2017,1500 מ' טריאתלון,,26215,7640,10
חצי מרתון פארק הירקון ה-11,08/09/2017,21.1 ריצה תחרותית,חצי מרתון,26199,7637,353
משחה חדרה 2017,08/09/2017,4500 מ',,26210,7640,16
חצי מרתון פארק הירקון ה-11,08/09/2017,"10 ק""מ ריצה תחרותית",10K,26200,7637,174
משחה חדרה 2017,08/09/2017,3000 מ',,26211,7640,41
חצי מרתון פארק הירקון ה-11,08/09/2017,"5 ק""מ ריצה תחרותית",5K,26201,7637,70
מרוץ הילדים אלתרמנס ה-4,07/09/2017,"3 ק""מ ריצה תחרותית",,26196,7636,42
אולטרה טרייל חיפה 2017,07/09/2017,"60 ק""מ אולטרה",,26206,7639,15
אולטרה טרייל חיפה 2017,07/09/2017,"42 ק""מ אולטרה",,26207,7639,34
מרוץ הילדים אלתרמנס ה-4,07/09/2017,"2 ק""מ ריצה תחרותית",2K,26197,7636,71
אולטרה טרייל חיפה 2017,07/09/2017,"24 ק""מ אולטרה",,26208,7639,60
אולטרה טרייל חיפה 2017,07/09/2017,"10 ק""מ NIGHT RUN",,26204,7639,334
מרוץ הילדים אלתרמנס ה-4,07/09/2017,"1 ק""מ ריצה תחרותית",,26198,7636,66
אולטרה טרייל חיפה 2017,07/09/2017,"80 ק""מ שליחים",,26209,7639,18
אולטרה טרייל חיפה 2017,07/09/2017,"80 ק""מ אולטרה",,26205,7639,10
מרוץ גלעד ה-13 ברעננה,02/09/2017,"5 ק""מ ריצה תחרותית",5K,26191,7632,370
מרוץ טיפוס חרמון,28/07/2017,טיפוס כפול,,26006,7590,58
מרוץ טיפוס חרמון,28/07/2017,טיפוס חרמון,,26005,7590,65
מרוץ הלילה של כפר סבא,13/07/2017,"7 ק""מ",,25897,7574,937
מרוץ הלילה של כפר סבא,13/07/2017,"3 ק""מ",,25898,7574,817
מרוץ נשים בשבילי היער,07/07/2017,"10 ק""מ ריצה תחרותית",,25677,7566,64
מרוץ נשים בשבילי היער,07/07/2017,"5 ק""מ ריצה תחרותית",,25678,7566,131
Jaybird desert Night Run מצפה רמון,06/07/2017,10 קילומטר,10K,25675,7565,436
Jaybird desert Night Run מצפה רמון,06/07/2017,5 קילומטר,5K,25676,7565,411
Jaybird desert Night Run מצפה רמון,06/07/2017,חצי מרתון,חצי מרתון,25674,7565,244
מרוץ מג'אר,30/06/2017,"5 ק""מ",5K,23593,7237,44
מרוץ מג'אר,30/06/2017,"10 ק""מ",10K,23592,7237,78
Sail TLV,17/06/2017,"5 ק""מ",,23459,7220,68
מרוץ אבנר ארד ה - 3,17/06/2017,"8.6 ק""מ",,23457,7219,175
Sail TLV,17/06/2017,"3 ק""מ",,23460,7220,184
מרוץ אבנר ארד ה - 3,17/06/2017,"2.4 ק""מ",,23458,7219,85
Sail TLV,17/06/2017,"1.5 ק""מ",5K,23461,7220,135
Sail TLV,17/06/2017,750 מטר,,23462,7220,32
"מרוץ שחר ה -III , באלוני הבשן",16/06/2017,"15 ק""מ",15K,23435,7215,52
"מרוץ שחר ה -III , באלוני הבשן",16/06/2017,"10 ק""מ",10K,23436,7215,54
"מרוץ שחר ה -III , באלוני הבשן",16/06/2017,"5 ק""מ",5K,23437,7215,61
מרוץ אדל ה-1,15/06/2017,"10 ק""מ ריצה תחרותית",10K,23451,7217,135
מרוץ אדל ה-1,15/06/2017,"5 ק""מ ריצה תחרותית",5K,23452,7217,207
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,בנים 12,,23406,7211,44
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,בנים 8 ובנות 8-9,,23400,7211,41
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,בנים 13,,23407,7211,57
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,בנים 9,,23401,7211,25
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,בנות 12-13,,23408,7211,53
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,בנים 10,10K,23402,7211,42
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,שלשות 10-11,10K,23409,7211,12
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,בנות 10,10K,23403,7211,25
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,משפחות,,23410,7211,12
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,בנים 11,,23404,7211,58
"טריאתהוד השרון ה-9, ע""ש שלמה אילני ז""ל",10/06/2017,בנות 11,,23405,7211,51
מרוץ סיום עונת 2016-2017 ליגת רצים בעבודה,09/06/2017,"5 ק""מ ריצה תחרותית",5K,23399,7210,302
מרוץ נחל - רצים להצלחה עם אגודת ניצן,08/06/2017,5 קילומטר,5K,23376,7207,416
מרוץ נחל - רצים להצלחה עם אגודת ניצן,08/06/2017,10 קילומטר,10K,23375,7207,765
מרוץ נחל - רצים להצלחה עם אגודת ניצן,08/06/2017,חצי מרתון,חצי מרתון,23374,7207,206
מרוץ וצעדת MS ישראל 2017,02/06/2017,"10 ק""מ ריצה תחרותית",10K,23216,7195,279
מרוץ טלמונים ה-10,01/06/2017,"10 ק""מ ריצה תחרותית",10K,23190,7191,106
מרוץ טלמונים ה-10,01/06/2017,"5 ק""מ ריצה תחרותית",5K,23191,7191,176
מרוץ טלמונים ה-10,01/06/2017,"2 ק""מ ריצה תחרותית",2K,23192,7191,100
מרוץ הבינתחומי ה-4,29/05/2017,"2 ק""מ ריצה תחרותית",2K,23171,7184,17
מרוץ הבינתחומי ה-4,29/05/2017,"5 ק""מ ריצה תחרותית",5K,23170,7184,196
מרוץ יגור 2017,27/05/2017,900m,,23162,7180,24
מרוץ יגור 2017,27/05/2017,10k,10K,23163,7180,63
מרוץ יגור 2017,27/05/2017,6k,,23161,7180,63
מרוץ המדרגות של חיפה,26/05/2017,"3 ק""מ טיפוס",,23146,7177,282
מרוץ הכפר ה-4,26/05/2017,"10 ק""מ ריצה תחרותית",10K,23147,7506,113
מרוץ הכפר ה-4,26/05/2017,"5 ק""מ ריצה תחרותית",5K,23148,7506,133
מרוץ המדרגות של חיפה,26/05/2017,"3 ק""מ טיפוס ועוד 20 קומות, עלית",,23145,7177,50
Matrix Night Run 2,25/05/2017,"10 ק""מ ריצה תחרותית",10K,23142,7176,376
Matrix Night Run 2,25/05/2017,"5 ק""מ ריצה תחרותית",5K,23143,7176,247
Matrix Night Run 2,25/05/2017,"4 ק""מ הליכה ספורטיבית",,23144,7176,79
מרוץ משמר הנגב ה-5,20/05/2017,"10 ק""מ ריצה תחרותית",10K,23038,7164,47
מרוץ משמר הנגב ה-5,20/05/2017,"5 ק""מ ריצה תחרותית",5K,23039,7164,68
מרוץ משמר הנגב ה-5,20/05/2017,"2.5 ק""מ ריצה תחרותית",,23040,7164,41
מרוץ משמר הנגב ה-5,20/05/2017,"1.5 ק""מ ריצה תחרותית",,23041,7164,78
מירוץ שוהם וחבל מודיעין,19/05/2017,2.5 קמ תחרותי,5K,24956,7171,125
"מרוץ ברנר ה-2 ע""ש אורלי שחף",19/05/2017,"10 ק""מ ריצה תחרותית",10K,23035,7162,155
מירוץ שוהם וחבל מודיעין,19/05/2017,5 קמ תחרותי,5K,24957,7171,151
"מרוץ ברנר ה-2 ע""ש אורלי שחף",19/05/2017,"5 ק""מ ריצה תחרותית",5K,23036,7162,175
מירוץ שוהם וחבל מודיעין,19/05/2017,10 קמ תחרותי,10K,24958,7171,113
מרוץ הלילה ה-8 בקרית גת,18/05/2017,"5 ק""מ ריצה תחרותית",5K,23034,7161,156
מרוץ הלילה ה-8 בקרית גת,18/05/2017,"10 ק""מ ריצה תחרותית",10K,23033,7161,248
הר לעמק 2017,17/05/2017,M2V,,23037,7163,897
מרוץ חבל יבנה,14/05/2017,2k,2K,23031,7160,89
מרוץ טירת הכרמל 2017,14/05/2017,"5 ק""מ",,23027,7157,97
מרוץ חבל יבנה,14/05/2017,5k,5K,23032,7160,55
אליפות ישראל בריצת-הרים,12/05/2017,אליפות ישראל ריצות הרים - נערים 6 קמ,,23015,7153,3
מרוץ חופים 2017,12/05/2017,"5 ק""מ",5K,22987,7147,344
אליפות אפרת גוש עציון,12/05/2017,5k,5K,23009,7152,473
אליפות ישראל בריצת-הרים,12/05/2017,bike 3 laps,,23016,7153,16
מרוץ חופים 2017,12/05/2017,"2 ק""מ עממי",2K,22988,7147,5
אליפות אפרת גוש עציון,12/05/2017,21k,,23010,7152,95
אליפות ישראל בריצת-הרים,12/05/2017,  אליפות ישראל ריצות הרים - נשים 9 קמ,,23019,7153,6
אליפות אפרת גוש עציון,12/05/2017,10k,10K,23011,7152,144
מרוץ גבעת שמואל ה-8,12/05/2017,"10 ק""מ ריצה תחרותית",10K,22991,7149,569
מרוץ דרור - בית אריה,12/05/2017,חצי מרתון,חצי מרתון,22993,7150,25
אליפות ישראל בריצת-הרים,12/05/2017,"  אליפות ישראל ריצות הרים - גברים 12 ק""מ  ",,23012,7153,30
מרוץ גבעת שמואל ה-8,12/05/2017,"5 ק""מ ריצה תחרותית",5K,22992,7149,528
מרוץ דרור - בית אריה,12/05/2017,"10 ק""מ",10K,22994,7150,77
אליפות ישראל בריצת-הרים,12/05/2017,10k,10K,23013,7153,217
מרוץ חופים 2017,12/05/2017,"15 ק""מ",15K,22985,7147,542
מרוץ דרור - בית אריה,12/05/2017,"5 ק""מ",5K,22995,7150,140
אליפות ישראל בריצת-הרים,12/05/2017,5k,5K,23014,7153,117
מרוץ חופים 2017,12/05/2017,"10 ק""מ",10K,22986,7147,496
מרוץ הלילה של באר שבע,11/05/2017,5km,,22951,7142,1415
מרוץ בית שמש 2017,11/05/2017,"5 ק""מ ריצה תחרותית",5K,22989,7148,670
מרוץ בית שמש 2017,11/05/2017,"2 ק""מ ריצה תחרותית",2K,22990,7148,184
מרוץ הלילה של באר שבע,11/05/2017,10km,,22950,7142,1458
מרוץ דליה 2017,06/05/2017,"1,200 מטר ריצה תחרותית",,22934,7134,18
מרוץ דליה 2017,06/05/2017,"1,000 מטר ריצה תחרותית",,22935,7134,48
מרוץ דליה 2017,06/05/2017,"10 ק""מ ריצה תחרותית",10K,22932,7134,46
מרוץ דליה 2017,06/05/2017,"5 ק""מ ריצה תחרותית",5K,22933,7134,120
מרוץ התבור ה-65,05/05/2017,"5.5 ק""מ",,22894,7129,59
מרוץ שפיר 2017,05/05/2017,"10 ק""מ ריצה תחרותית",10K,22888,7128,195
מרוץ התבור ה-65,05/05/2017,"10.5 ק""מ צבא",,22893,7129,62
מרוץ שפיר 2017,05/05/2017,"5 ק""מ ריצה תחרותית",5K,22889,7128,145
מרוץ התבור ה-65,05/05/2017,"10.5 ק""מ",,22892,7129,252
מרוץ שפיר 2017,05/05/2017,"2 ק""מ ריצה תחרותית",2K,22890,7128,92
מרוץ מהמדבר לים,05/05/2017,D2S,,22921,7132,274
מרוץ שפיר 2017,05/05/2017,"10 ק""מ רכיבה תחרותית",10K,22891,7128,21
מרוץ התבור ה-65,05/05/2017,2 קילומטר ילדים,,22896,7129,57
מרוץ התבור ה-65,05/05/2017,"5.5 ק""מ צבא",,22895,7129,18
מירוץ נחלים ה-4,02/05/2017,"10 ק""מ גברים",,22883,7127,25
מירוץ נחלים ה-4,02/05/2017,"10 ק""מ נשים",,22884,7127,7
מירוץ נחלים ה-4,02/05/2017,"2 ק""מ",,22885,7127,56
מירוץ נחלים ה-4,02/05/2017,"5 ק""מ גברים",,22886,7127,38
מירוץ נחלים ה-4,02/05/2017,"5 ק""מ נשים",,22887,7127,3
מרוץ ג למען מלאכיות הדממה,29/04/2017,10 קילומטר ריצה,,22784,7120,141
"מרוץ הרצליה 2017 ע""ש יוסי אבני",29/04/2017,"10 ק""מ ריצה תחרותית",10K,22785,7505,1705
מרוץ ג למען מלאכיות הדממה,29/04/2017,5 קילומטר ריצה,,22783,7120,183
"מרוץ הרצליה 2017 ע""ש יוסי אבני",29/04/2017,"5 ק""מ ריצה תחרותית",5K,22786,7505,433
מרוץ ג למען מלאכיות הדממה,29/04/2017,3 קילומטר ריצה,,22782,7120,115
"מרוץ הרצליה 2017 ע""ש יוסי אבני",29/04/2017,"2 ק""מ ריצה תחרותית",2K,22787,7505,828
מרוץ ג למען מלאכיות הדממה,29/04/2017,2 קילומטר ריצה,,22781,7120,137
מרוץ הרי הגעש,28/04/2017,15k,,22758,7114,108
מרוץ הרי הגעש,28/04/2017,30k,,22759,7114,217
מרוץ נווה עמיאל השני,28/04/2017,ריצה 10 קמ,,22773,7116,149
מרוץ נווה עמיאל השני,28/04/2017,"ריצה 5 ק""מ",,22774,7116,153
מרוץ נווה עמיאל השני,28/04/2017,"ריצה 2 ק""מ",,22775,7116,75
מרוץ ערב אשדוד,27/04/2017,"5 ק""מ",5K,22757,7113,341
מרוץ אוניברסיטת חיפה 2017,26/04/2017,"5 ק""מ ריצה תחרותית",5K,22756,7112,174
מרוץ קאנטרי צהלה ה-10,22/04/2017,2.5 קילומטר ריצה,,22666,7094,272
מרוץ קאנטרי צהלה ה-10,22/04/2017,10 קילומטר ריצה,,22664,7094,227
מרוץ קאנטרי צהלה ה-10,22/04/2017,5.4 קילומטר ריצה,,22665,7094,193
מרוץ בנימין ה-8,21/04/2017,"10 ק""מ ריצה תחרותית",10K,22631,7087,109
מרוץ בנימין ה-8,21/04/2017,"5 ק""מ ריצה תחרותית",5K,24358,7087,140
מרוץ בנימין ה-8,21/04/2017,"10 ק""מ הליכה תחרותית",10K,22633,7087,3
מרוץ מרום הגליל ה-5,14/04/2017,"10 ק""מ ריצה תחרותית",10K,22623,7082,139
מרוץ מרום הגליל ה-5,14/04/2017,"5 ק""מ ריצה תחרותית",5K,22624,7082,100
מרוץ בנימינה וגבעת עדה 2017,13/04/2017,"15 ק""מ ריצה תחרותית",15K,22615,7078,93
מרוץ בנימינה וגבעת עדה 2017,13/04/2017,"10 ק""מ ריצה תחרותית",10K,22616,7078,144
מרוץ בנימינה וגבעת עדה 2017,13/04/2017,"4 ק""מ ריצה תחרותית",,22617,7078,198
מרוץ בנימינה וגבעת עדה 2017,13/04/2017,"1 ק""מ ריצה תחרותית - מרוץ הילדים",,22618,7078,166
מרוץ מגלן,07/04/2017,"2 ק""מ",,24888,7067,93
"מרוץ לכיש 2017 ע""ש אמיר מימוני",07/04/2017,"5 ק""מ ריצה תחרותית",5K,22599,7068,138
מרוץ  שדמות דבורה לזכר נדב ריימונד,07/04/2017,"10 ק""מ",10K,22603,7070,100
מרוץ מזכרת בתיה 2017,07/04/2017,2k,2K,22602,7069,59
מרוץ מגלן,07/04/2017,"10 ק""מ",,24886,7067,307
מרוץ מזכרת בתיה 2017,07/04/2017,5k,5K,22600,7069,89
מרוץ מגלן,07/04/2017,"5 ק""מ",,24887,7067,162
"מרוץ לכיש 2017 ע""ש אמיר מימוני",07/04/2017,"10 ק""מ ריצה תחרותית",10K,22598,7068,110
מרוץ מזכרת בתיה 2017,07/04/2017,10k,10K,22601,7069,227
מרוץ הנשים של תל-אביב 2017,05/04/2017,"נשים 12 ק""מ",,22558,7062,1691
מרוץ הנשים של תל-אביב 2017,05/04/2017,"נשים 8 ק""מ",,22559,7062,2477
מרוץ הנשים של תל-אביב 2017,05/04/2017,"נשים 4 ק""מ",,22560,7062,2392
מרוץ הטכניון 2017,05/04/2017,"5 ק""מ ריצה תחרותית",5K,22557,7061,960
"מרוץ האביב רמה""ש 2017",01/04/2017,חצי מרתון,חצי מרתון,22445,7038,312
"מרוץ האביב רמה""ש 2017",01/04/2017,"2 ק""מ ילדים",2K,22446,7038,135
"מרוץ האביב רמה""ש 2017",01/04/2017,"10 ק""מ",10K,22447,7038,477
"מרוץ AIS ביה""ס האמריקאי 2017",01/04/2017,Runner,,22460,7041,162
"מרוץ האביב רמה""ש 2017",01/04/2017,"5 ק""מ",5K,22448,7038,144
"מרוץ AIS ביה""ס האמריקאי 2017",01/04/2017,Walker,,22461,7041,26
"שבילי עמק המעיינות II, 2107",31/03/2017,משולב 10+10,,22465,7042,7
מרוץ אלקנה,31/03/2017,10k Women,10K,22434,7035,5
