Marathon,RaceOne,RaceOneKM,RaceOneResultInSecondsNormalized,TimeBetweenMarathonAndRaceOne,RaceTwo,RaceTwoKM,RaceTwoResultInSecondsNormalized,TimeBetweenRaceOneAndRaceTwo,MarathonResultInSeconds,MarathonResultInSecondsNormalized,ImprovementRate,ImprovementClass
JerusalemMarathon,מרתוןטבריהWinner,42195,0.32908971,-70,חצימרתוןעמקהמעיינות,21097,0.242904745,-35,14259,0.381327406,0.095330178,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.111132219,-100,מרוץאייל,15000,0.231155779,-4,13481,0.330164724,0.159020725,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.28932552,-84,מרוץאייל,15000,0.261306533,-20,14116,0.371508562,0.096192535,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.218090452,-104,מרוץהלילהשלתל-אביב,10000,0.19677056,-11,15166,0.439872388,0.232441882,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,10000,0.383063711,-77,מרוץאייל,15000,0.40028715,-27,15877,0.486164464,0.094489033,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.535247667,-104,מרוץהלילהשלתל-אביב,10000,0.584491175,-11,16451,0.523536689,-0.036332733,Success
מרתוןסמסונגתל-אביב,מרוץאייל,5000,0.386567747,-104,מרוץהלילהשלתל-אביב,10000,0.37908374,-11,14439,0.392538577,0.009712833,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.308859014,-84,המרתוןהמדבריאילת,10000,0.185142059,-14,15416,0.456149489,0.209148952,Failure
DesertMarathon,מרוץאייל,15000,0.255132807,-6,מרוץחיפה,10000,0.179378829,-8,14983,0.746636035,0.529380217,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.276064611,-91,מרוץאייל,15000,0.275376884,-13,13863,0.355036135,0.079315388,Failure
JerusalemMarathon,חצימרתוןעמקהמעיינות,21097,0.667700793,-105,המרתוןהמדבריאילת,21097,0.518642648,-14,22872,0.928358209,0.335186489,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.34229576,-84,DesertMarathon,21097,0.211604473,-14,15788,0.480369816,0.203419699,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.494542112,-84,מרוץאייל,15000,0.453122757,-20,17989,0.623673416,0.149840982,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.38814202,-84,מרוץאייל,15000,0.380473798,-20,17303,0.57900905,0.194701141,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.310410334,-100,מרוץאייל,15000,0.367839196,-4,15230,0.444039325,0.10491456,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.448695852,-35,מרוץאייל,15000,0.40086145,-20,17053,0.581332454,0.156553803,Failure
מרתוןסמסונגתל-אביב,המרתוןהמדבריאילת,21097,0.239631336,-98,מרוץאייל,15000,0.362957645,-6,16483,0.525620158,0.224325667,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.305871539,-35,מרוץהלילהשלתל-אביב,10000,0.356193009,-16,14458,0.410158311,0.079126038,Failure
מרתוןסמסונגתל-אביב,מרוץחיפה,21097,0.427894615,-112,מרוץהלילהשלתל-אביב,10000,0.285580173,-3,17471,0.589947262,0.233209868,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.487401524,-14,חצימרתוןהשרון,21097,0.29058574,-91,15628,0.483089827,0.094096195,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.449502366,-91,מרוץהלילהשלתל-אביב,10000,0.268494179,-24,15179,0.440718797,0.081720524,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.401126048,-84,מרוץהלילהשלתל-אביב,10000,0.253419453,-16,17353,0.58226447,0.25499172,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.378949787,-84,מרוץחיפה,21097,0.392650797,-28,16116,0.501725373,0.11592508,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.344794833,-51,מרוץאייל,15000,0.474371859,-4,15762,0.496174142,0.086590796,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.236240377,-84,מרוץאייל,15000,0.376022972,-20,13917,0.358551989,0.052420315,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.255891613,-21,מרתוןטבריהWinner,10000,0.191577699,-49,15557,0.463766275,0.240031619,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.387727964,-51,בשבילהבניםהדרוזים,10000,0.340193944,-54,16629,0.553364116,0.189403162,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,10000,0.263938316,-49,מרוץהלילהשלתל-אביב,10000,0.266337386,-51,16348,0.516830523,0.251692672,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.245800431,-104,מרוץהלילהשלתל-אביב,10000,0.209725873,-11,14283,0.382381665,0.154618514,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.379179593,-84,מרוץהלילהשלתל-אביב,10000,0.241831307,-16,15382,0.453935803,0.143430353,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.379179593,-84,מרוץהלילהשלתל-אביב,10000,0.241641337,-16,15382,0.453935803,0.143525338,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.321038722,-35,מרוץאייל,15000,0.294328787,-20,16034,0.514116095,0.20643234,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.393427554,-84,מרוץאייל,15000,0.343575018,-20,17469,0.589817045,0.22131576,Failure
מרתוןסמסונגתל-אביב,מרוץחיפה,21097,0.354055928,-112,חצימרתוןגלילמערבי,21097,0.237635917,-7,14084,0.369425093,0.07357917,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.38259708,-14,מרוץאייל,15000,0.414070352,-104,17987,0.642654221,0.244320505,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.276270623,-98,מרוץאייל,15000,0.351471644,-6,16768,0.544176053,0.230304919,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.478685511,-84,מרוץאייל,15000,0.357501795,-20,15273,0.446838987,0.028745334,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.339078479,-35,מרוץחבר,10000,0.206109899,-56,14758,0.42994723,0.157353041,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.384120418,-84,חצימרתוןחיפהה-19,21097,0.422228428,-28,14493,0.396054431,-0.007119992,Success
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.333170175,-77,מרוץאייל,15000,0.31988514,-27,14903,0.422748877,0.09622122,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.307135471,-84,המרתוןהמדבריאילת,21097,0.230938416,-14,14503,0.396705515,0.127668571,Failure
מרתוןטבריהWinner,מרוץאייל,15000,0.306532663,-55,חצימרתוןחיפהה-19,21097,0.31904496,-8,14471,0.411015831,0.09822702,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.280018384,-84,מרוץהלילהשלתל-אביב,10000,0.224734043,-16,14393,0.38954359,0.137167377,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.277072798,-14,DesertMarathon,21097,0.281917839,-98,14092,0.379193723,0.099698404,Failure
InternationalTiberiasWinnerMarathon,DesertMarathon,21097,0.073635256,-51,מרוץאייל,15000,0.152907394,-6,12531,0.301228923,0.187957597,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.19971285,-104,מרוץהלילהשלתל-אביב,10000,0.152835148,-11,13230,0.313822514,0.137548515,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.242007943,-21,המרתוןהמדבריאילת,42195,0.216636434,-98,12506,0.269990473,0.040668284,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.376421923,-35,חצימרתוןחיפהה-19,10000,0.24945723,-28,19123,0.717875989,0.404936413,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.312088541,-14,מרוץהערבהעשיוניפרידמן,21097,0.337021585,-59,15123,0.448931277,0.124376214,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.319244347,-14,מרתוןסמסונגתל-אביב,21097,0.297204465,0,13495,0.338812229,0.030587823,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.318281053,-84,מרוץאייל,15000,0.275520459,-20,14074,0.368774009,0.071873253,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.342640469,-35,בשבילהבניםהדרוזים,10000,0.278250544,-70,14561,0.416952507,0.106507,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.289900034,-84,מרוץהלילהשלתל-אביב,10000,0.193768997,-16,15011,0.429780585,0.187946069,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.261174308,-84,מרוץאייל,15000,0.23776023,-20,15104,0.435835666,0.186368398,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.244712656,-98,מרוץאייל,15000,0.338119167,-6,15134,0.437788919,0.146373007,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.267097264,-100,מרוץאייל,15000,0.419526202,-4,15162,0.439611954,0.09630022,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.327887538,-100,מרוץאייל,15000,0.435750179,-4,17413,0.586170975,0.204352116,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.211780062,-77,מרוץאייל,15000,0.297631012,-27,13158,0.309134709,0.054429172,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.313069909,-100,מרוץאייל,15000,0.393251974,-4,19308,0.709551403,0.356390462,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.35769275,-84,מרוץהלילהשלתל-אביב,10000,0.222454407,-16,17877,0.616381275,0.326307696,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.19958635,-35,מרוץאייל,15000,0.15764537,-20,12232,0.263324538,0.084708679,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.496451592,-21,המרתוןהמדבריאילת,42195,0.554720567,-98,16999,0.555350905,0.029764826,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.176671733,-51,מרוץאייל,15000,0.254558507,-4,14806,0.433113456,0.217498337,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.337765957,-51,מרוץאייל,15000,0.344867193,-4,14182,0.391952507,0.050635931,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,42195,0.499868074,-49,חצימרתוןעמקהמעיינות,21097,0.325749741,-35,18200,0.63741129,0.224602382,Failure
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,21097,0.431554756,-47,DesertMarathon,21097,0.397851844,-51,18715,0.670942119,0.256238819,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.299896587,-84,מרוץאייל,15000,0.305814788,-20,15360,0.452503418,0.14964773,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.334941974,-84,מרוץאייל,15000,0.256424982,-20,15500,0.461618595,0.165935117,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.338905775,-51,מרוץאייל,15000,0.324766691,-4,14710,0.426781003,0.09494477,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.251519757,-100,מרוץאייל,15000,0.371284996,-4,17430,0.587277818,0.275875441,Failure
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,21097,0.303257394,-47,מרוץהלילהשלתל-אביב,10000,0.288021029,-68,15232,0.444169542,0.148530331,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.356773526,-84,מרוץהלילהשלתל-אביב,10000,0.225493921,-16,15517,0.462725438,0.171591714,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.423876824,-84,מרוץאייל,15000,0.390236899,-20,16364,0.517872257,0.110815396,Failure
מרתוןטבריהWinner,מרוץאייל,15000,0.249533381,-55,חצימרתוןאשכולגלילמערבי,21097,0.218568665,-36,13410,0.341029024,0.106978,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.39250833,-35,מרוץהלילהשלתל-אביב,10000,0.184460486,-16,15535,0.481200528,0.192716119,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,10000,0.314155793,-49,מרוץהלילהשלתל-אביב,10000,0.393617021,-51,17925,0.619506478,0.265620071,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.264161783,-35,מרוץאייל,15000,0.23948313,-20,15282,0.464511873,0.212689417,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.252552237,-14,מרוץאייל,15000,0.227853553,-104,13938,0.368777056,0.128574161,Failure
מרתוןסמסונגתל-אביב,מרוץשליחיםכרמלטרייליוםIII,10000,0.526135063,-76,מרוץאייל,15000,0.39684135,-28,16606,0.533628491,0.072140285,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.2964495,-35,מרוץחבר,10000,0.179131125,-56,15433,0.474472296,0.236681983,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.277145812,-35,מרוץאייל,15000,0.266188083,-20,13875,0.371701847,0.100034899,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.592669195,-84,DesertMarathon,21097,0.504816742,-14,17822,0.612800313,0.064057344,Failure
מרתוןסמסונגתל-אביב,מרוץראשוןלציון,15000,0.498700877,-21,חצימרתוןהשרון,21097,0.454397128,-56,16572,0.531414806,0.054865803,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.250107681,-104,מרוץהלילהשלתל-אביב,10000,0.208787082,-11,15499,0.461553487,0.232106105,Failure
מרתוןסמסונגתל-אביב,מרוץהספארירמתגןעשדודמלמדוביץ,10000,0.514120449,-112,מרוץהלילהשלתל-אביב,10000,0.333834022,-3,17978,0.622957224,0.198979988,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.34585775,-35,מרוץאייל,15000,0.43862168,-20,15021,0.447295515,0.055055799,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.233852584,-51,בשבילהבניםהדרוזים,15000,0.652986648,-54,15811,0.499406332,0.055986717,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.526025508,-35,מרוץהלילהשלתל-אביב,10000,0.57712766,-16,19172,0.721108179,0.169531595,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,10000,0.304072756,-49,מרוץהלילהשלתל-אביב,10000,0.51424772,-51,17976,0.622827007,0.213666769,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.343789498,-84,מרוץאייל,15000,0.351758794,-20,15728,0.476463311,0.128689165,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.331150178,-84,מרוץאייל,15000,0.351615219,-20,15642,0.470863989,0.12948129,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.331538587,-77,מרוץאייל,15000,0.32390524,-27,15198,0.441955857,0.114233943,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.4466276,-84,מרוץחיפה,21097,0.308412295,-28,13790,0.350283222,-0.027236726,Success
מרתוןסמסונגתל-אביב,מרוץחיפה,21097,0.209382944,-112,מרוץהלילהשלתל-אביב,10000,0.116410064,-3,12963,0.29643857,0.133542066,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.147650236,-35,מרוץאייל,15000,0.137688442,-20,10913,0.176319261,0.033649922,Failure
InternationalTiberiasWinnerMarathon,חצימרתוןעמקהמעיינות,21097,0.208204068,-37,מרוץאייל,15000,0.16080402,-20,13800,0.391897685,0.207393641,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.270680279,-14,InternationalTiberiasWinnerMarathon,42195,0.490497285,-47,16770,0.560335498,0.179746716,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.259910376,-84,חצימרתוןגלילמערבי,21097,0.294633462,-35,14108,0.370987695,0.093715776,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.248809656,-98,מרוץגיא,10000,0.280567041,-20,15349,0.451787226,0.187098878,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,10000,0.314155793,-49,מרוץהלילהשלתל-אביב,10000,0.393237082,-51,16593,0.532782082,0.179085645,Failure
מרתוןטבריהWinner,מרוץאייל,15000,0.300358938,-55,מרוץחבר,10000,0.261852807,-36,16438,0.540765172,0.259659299,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.362288866,-84,מרוץאייל,15000,0.330653266,-20,16730,0.541701934,0.195230868,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.287724336,-104,מרוץהלילהשלתל-אביב,10000,0.262861434,-11,15318,0.449768865,0.17447598,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.368263817,-84,מרוץאייל,15000,0.337257717,-20,16191,0.506608503,0.153847736,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.24714871,-98,מרוץהלילהשלתל-אביב,10000,0.430153962,-17,15589,0.467413243,0.128761907,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.402619786,-84,מרוץאייל,15000,0.337257717,-20,17202,0.572433101,0.202494349,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.398368379,-84,מרוץאייל,15000,0.391098349,-20,17889,0.617162576,0.222429212,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.380788234,-35,מרוץהלילהשלתל-אביב,10000,0.229673252,-16,18550,0.680079156,0.374848413,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.214372716,-98,מרוץאייל,15000,0.288585786,-6,13587,0.337066215,0.085586964,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.375732506,-35,מרוץחבר,10000,0.249950407,-56,15033,0.448087071,0.135245615,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.274609678,-98,מרוץאייל,15000,0.326920316,-6,16794,0.545868872,0.245103875,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.189390325,-21,מרתוןטבריהWinner,42195,0.493865435,-49,14129,0.373070816,0.031442936,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.374468574,-84,מרוץהלילהשלתל-אביב,10000,0.273939166,-31,15704,0.47490071,0.150696839,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.504883374,-84,מרוץאייל,15000,0.425269203,-20,17966,0.622175923,0.157099635,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.2931231,-100,מרוץאייל,15000,0.342857143,-4,17383,0.584217723,0.266227601,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.29911268,-14,חצימרתוןעמקהמעיינות,21097,0.314144548,-84,15771,0.492762446,0.186133832,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.414586393,-91,מרוץחיפה,21097,0.407903859,-21,17272,0.576990689,0.165745563,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.601403165,-91,מרוץהלילהשלתל-אביב,10000,0.338715734,-24,18304,0.644182564,0.174123114,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.366834171,-104,מרוץהלילהשלתל-אביב,10000,0.420015021,-11,17706,0.605247737,0.211823142,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.378894472,-104,מרוץהלילהשלתל-אביב,10000,0.28895982,-11,15664,0.472296373,0.138369227,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.404688039,-84,מרוץאייל,15000,0.362957645,-20,17131,0.567810404,0.183987562,Failure
מרתוןטבריהWinner,מרוץאייל,15000,0.232160804,-55,חצימרתוןחיפהה-19,21097,0.286791399,-8,13594,0.353166227,0.093690125,Failure
מרתוןטבריהWinner,מרוץהתחתוניםה-6,10000,0.232444036,-7,מרוץחבר,10000,0.145407657,-84,12572,0.285751979,0.096826133,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,10000,0.222804718,-14,חצימרתוןעמקהמעיינות,21097,0.367229691,-84,15398,0.467532468,0.172515263,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.302539354,-35,מרוץהלילהשלתל-אביב,10000,0.268047112,-16,14257,0.396899736,0.111606503,Failure
מרתוןסמסונגתל-אביב,מרוץראשוןלציון,15000,0.306105879,-21,מרוץאייל,15000,0.216798277,-83,13038,0.301321701,0.039869623,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.205599426,-104,מרוץהלילהשלתל-אביב,10000,0.155651521,-11,14027,0.365713914,0.18508844,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.228426979,-84,מרוץאייל,15000,0.230581479,-20,14047,0.367016082,0.137511853,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.25060324,-35,בשבילהבניםהדרוזים,10000,0.179893133,-70,12920,0.308707124,0.093458937,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.22727795,-84,מרוץאייל,15000,0.192246949,-20,14749,0.412722182,0.202959733,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.232611392,-14,מרוץאייל,15000,0.210050251,-104,14785,0.426068723,0.204737901,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.42330231,-84,מרוץהלילהשלתל-אביב,10000,0.29350304,-16,16209,0.507780454,0.14937778,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,10000,0.451975286,-21,חצימרתוןעמקהמעיינות,21097,0.582327933,-84,20038,0.74836456,0.231212951,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.49899082,-14,חצימרתוןעמקהמעיינות,21097,0.297368723,-84,15101,0.447443182,0.04926341,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.568999196,-84,מרוץאייל,15000,0.418090452,-20,13607,0.338368383,-0.155176441,Success
InternationalTiberiasWinnerMarathon,חצימרתוןעמקהמעיינות,21097,0.404688039,-37,חצימרתוןהשרון,21097,0.356175559,-7,17312,0.642826522,0.262394723,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.301390325,-84,מרוץאייל,15000,0.324623116,-20,15573,0.466371509,0.153364788,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.254854648,-35,המרתוןהמדבריאילת,10000,0.34489986,-14,13185,0.326187335,0.026310081,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.26424772,-51,חצימרתוןחיפהה-19,21097,0.659033789,-12,15481,0.477638522,0.015997768,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.493393083,-84,מרוץאייל,15000,0.407609476,-20,17337,0.581222736,0.130721456,Failure
מרתוןסמסונגתל-אביב,מרוץהתחתוניםה-6,5000,0.595110772,-56,מרוץהלילהשלתל-אביב,10000,0.517667173,-44,20038,0.757080539,0.200691567,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.201664219,-91,מרוץהלילהשלתל-אביב,10000,0.186256102,-24,14401,0.390064457,0.196104297,Failure
JerusalemMarathon,חצימרתוןהשרון,21097,0.360417686,-105,מרוץאייל,15000,0.32103374,-13,16598,0.548701299,0.207975585,Failure
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,21097,0.231015188,-47,מרוץהלילהשלתל-אביב,10000,0.226060834,-68,13890,0.356794062,0.128256051,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.139377226,-35,מרוץנהריה,10000,0.137352836,-42,11574,0.219920844,0.081555813,Failure
מרתוןטבריהWinner,חצימרתוןהשרון,21097,0.652308696,-28,חצימרתוןעמקהמעיינות,21097,0.542801333,-7,20886,0.834168865,0.236613851,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.438124785,-35,מרוץהלילהשלתל-אביב,10000,0.299202128,-16,15169,0.457058047,0.088394591,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.280822705,-35,מרוץאייל,15000,0.28327351,-20,16165,0.522757256,0.240709148,Failure
מרתוןטבריהWinner,מרוץאייל,15000,0.132089017,-55,מרוץביתיצחק,10000,0.055219669,-29,12213,0.26207124,0.168416897,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.400666437,-35,המרתוןהמדבריאילת,21097,0.354000838,-14,17239,0.593601583,0.216267946,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.117971125,-51,מרוץאייל,15000,0.129361091,-4,12404,0.274670185,0.151004077,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.180661094,-51,מרוץאייל,15000,0.174156497,-4,12147,0.257717678,0.080308883,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.167644779,-98,מרוץהלילהשלתל-אביב,10000,0.137814495,-17,13950,0.360700566,0.207970929,Failure
JerusalemMarathon,מרתוןטבריהWinner,42195,0.46853562,-70,חצימרתוןעמקהמעיינות,21097,0.356428818,-35,16141,0.500857415,0.088375196,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.332873722,-35,מרוץאייל,15000,0.27638191,-20,14142,0.389313984,0.084686169,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.286682753,-84,מרוץהלילהשלתל-אביב,10000,0.365881459,-16,14207,0.377433427,0.051151321,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.860602904,-14,חצימרתוןעמקהמעיינות,21097,0.519016431,-84,21199,0.859916126,0.170106458,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.629012305,-21,מרתוןטבריהWinner,42195,0.574406332,-49,17649,0.596633852,-0.005075467,Success
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.284328407,-14,חצימרתוןהשרון,21097,0.158590308,-91,15619,0.482481061,0.261021703,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.420659543,-35,מרוץדגניהב,10000,0.749371333,-6,17446,0.607255937,0.022240499,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.375610391,-14,חצימרתוןעמקהמעיינות,21097,0.286912559,-84,15391,0.467058983,0.135797508,Failure
InternationalTiberiasWinnerMarathon,חצימרתוןעמקהמעיינות,21097,0.20671033,-37,מרוץאייל,15000,0.176022972,-20,13301,0.356244641,0.16487799,Failure
